bout_id,date,rating_diff,rd_sum,reach_diff,height_diff,age_diff,experience_diff,layoff_diff,division_experience_a,division_experience_b,is_title_fight,five_round_experience_interaction,style_matchup_prob,label,same_stance
2620,2014-03-08,-8.75,173.85,2.0,1.0,-3.18,-11,-63,1,1,0,0.0,0.5,1,0
2619,2014-03-08,-33.42,221.91,-0.0,-4.0,6.91,-6,-35,1,1,0,-0.0,0.4897,0,1
2619,2014-03-08,33.42,221.91,0.0,4.0,-6.91,6,35,1,1,0,0.0,0.5103,1,1
2622,2014-03-08,23.72,271.2,-1.0,-1.0,-0.79,1,266,1,0,0,0.0,0.4648,1,0
2633,2014-03-15,10.93,219.04,-0.0,-0.0,7.15,12,-80,1,1,0,0.0,0.5122,0,1
2640,2014-03-15,43.94,249.71,0.0,-2.0,-2.32,5,70,1,1,0,0.0,0.5848,0,0
2636,2014-03-15,11.6,264.58,-2.0,-1.0,-0.05,-2,-6,1,1,0,-0.0,0.5717,1,1
2636,2014-03-15,-11.6,264.58,2.0,1.0,0.05,2,6,1,1,0,0.0,0.4283,0,1
2635,2014-03-15,-64.54,228.39,5.0,3.0,-0.49,-2,11,1,1,0,-0.0,0.5,0,0
2635,2014-03-15,64.54,228.39,-5.0,-3.0,0.49,2,-11,1,1,0,0.0,0.5,1,0
2634,2014-03-15,-63.53,271.8,-5.0,-6.0,-3.05,1,35,1,1,0,-0.0,0.4929,1,1
2640,2014-03-15,-43.94,249.71,-0.0,2.0,2.32,-5,-70,1,1,0,-0.0,0.4152,1,0
2634,2014-03-15,63.53,271.8,5.0,6.0,3.05,-1,-35,1,1,0,0.0,0.5071,0,1
2633,2014-03-15,-10.93,219.04,0.0,0.0,-7.15,-12,80,1,1,0,-0.0,0.4878,1,1
2631,2014-03-15,60.87,229.0,1.0,3.0,-0.93,3,10,1,1,0,0.0,0.5,0,0
2632,2014-03-15,106.25,263.35,3.0,0.0,8.91,0,161,1,0,0,0.0,0.5093,1,0
2628,2014-03-15,110.42,188.08,-5.0,-2.0,-1.48,2,0,1,1,1,0.2833,0.5,1,1
2628,2014-03-15,-110.42,188.08,5.0,2.0,1.48,-2,0,1,1,1,-0.2833,0.5,0,1
2629,2014-03-15,84.99,222.97,1.0,5.0,-2.05,6,80,1,1,0,0.0,0.4634,0,1
2632,2014-03-15,-106.25,263.35,-3.0,-0.0,-8.91,0,-161,0,1,0,-0.0,0.4907,0,0
2630,2014-03-15,-44.45,199.47,-1.0,0.0,6.83,15,-28,1,1,0,0.0,0.4167,0,0
2630,2014-03-15,44.45,199.47,1.0,-0.0,-6.83,-15,28,1,1,0,-0.0,0.5833,1,0
2631,2014-03-15,-60.87,229.0,-1.0,-3.0,0.93,-3,-10,1,1,0,-0.0,0.5,1,0
2629,2014-03-15,-84.99,222.97,-1.0,-5.0,2.05,-6,-80,1,1,0,-0.0,0.5366,1,1
2645,2014-03-23,49.77,271.24,6.0,3.0,-7.04,-1,-105,1,1,0,-0.0,0.4041,0,1
2648,2014-03-23,-24.93,230.97,-1.0,-0.0,2.57,4,-101,1,1,0,0.0,0.5008,0,1
2648,2014-03-23,24.93,230.97,1.0,0.0,-2.57,-4,101,1,1,0,-0.0,0.4992,1,1
2647,2014-03-23,-141.08,258.64,1.0,1.0,4.29,-3,95,1,1,0,-0.0,0.4999,1,1
2647,2014-03-23,141.08,258.64,-1.0,-1.0,-4.29,3,-95,1,1,0,0.0,0.5001,0,1
2646,2014-03-23,24.67,224.8,-3.0,4.0,-2.9,3,3,1,1,0,0.0,0.5092,0,1
2646,2014-03-23,-24.67,224.8,3.0,-4.0,2.9,-3,-3,1,1,0,-0.0,0.4908,1,1
2645,2014-03-23,-49.77,271.24,-6.0,-3.0,7.04,1,105,1,1,0,0.0,0.5959,1,1
2644,2014-03-23,3.89,240.54,-1.0,-2.0,5.42,4,38,1,1,0,0.0,0.4999,1,1
2643,2014-03-23,51.24,271.74,-5.0,-1.0,-6.88,1,-140,1,0,0,0.0,0.4372,1,0
2643,2014-03-23,-51.24,271.74,5.0,1.0,6.88,-1,140,0,1,0,-0.0,0.5628,0,0
2642,2014-03-23,-92.16,217.2,-2.0,1.0,1.52,9,21,1,1,0,-0.0,0.5053,1,0
2642,2014-03-23,92.16,217.2,2.0,-1.0,-1.52,-9,-21,1,1,0,0.0,0.4947,0,0
2641,2014-03-23,-12.61,184.46,-2.0,-2.0,11.26,-1,27,1,1,0,0.0,0.5,1,1
2641,2014-03-23,12.61,184.46,2.0,2.0,-11.26,1,-27,1,1,0,-0.0,0.5,0,1
2644,2014-03-23,-3.89,240.54,1.0,2.0,-5.42,-4,-38,1,1,0,-0.0,0.5001,0,1
2656,2014-04-11,-0.52,280.1,1.0,2.0,-3.93,0,-70,1,1,0,0.0,0.5,1,0
2659,2014-04-11,0.61,235.17,4.0,4.0,1.68,-3,217,1,0,0,-0.0,0.4055,1,1
2659,2014-04-11,-0.61,235.17,-4.0,-4.0,-1.68,3,-217,0,1,0,0.0,0.5945,0,1
2657,2014-04-11,-104.35,227.12,-3.0,2.0,0.67,-8,-60,1,1,0,0.0,0.406,0,1
2657,2014-04-11,104.35,227.12,3.0,-2.0,-0.67,8,60,1,1,0,-0.0,0.594,1,1
2655,2014-04-11,20.41,244.74,-3.0,-1.0,-1.1,-6,0,1,1,0,-0.0,0.5825,0,0
2656,2014-04-11,0.52,280.1,-1.0,-2.0,3.93,0,70,1,1,0,-0.0,0.5,0,0
2654,2014-04-11,69.69,223.78,2.0,6.0,-0.59,-6,14,1,1,0,0.0,0.5002,1,0
2654,2014-04-11,-69.69,223.78,-2.0,-6.0,0.59,6,-14,1,1,0,-0.0,0.4998,0,0
2655,2014-04-11,-20.41,244.74,3.0,1.0,1.1,6,0,1,1,0,0.0,0.4175,1,0
2653,2014-04-11,-20.69,221.59,-1.0,-0.0,3.59,-17,-126,1,1,0,-0.0,0.5006,0,1
2653,2014-04-11,20.69,221.59,1.0,0.0,-3.59,17,126,1,1,0,0.0,0.4994,1,1
2652,2014-04-11,-7.26,190.69,-4.0,-3.0,-0.05,2,-133,1,1,0,0.0,0.4975,1,1
2652,2014-04-11,7.26,190.69,4.0,3.0,0.05,-2,133,1,1,0,-0.0,0.5025,0,1
2666,2014-04-16,76.82,221.67,-1.0,-6.0,-7.53,-7,-59,1,1,0,-0.0,0.4973,0,1
2666,2014-04-16,-76.82,221.67,1.0,6.0,7.53,7,59,1,1,0,0.0,0.5027,1,1
2663,2014-04-16,-7.15,214.36,-0.0,1.0,1.38,-15,56,0,0,0,0.0,0.4997,1,1
2663,2014-04-16,7.15,214.36,0.0,-1.0,-1.38,15,-56,0,0,0,-0.0,0.5003,0,1
2662,2014-04-16,-17.74,224.29,-4.0,-1.0,6.4,-6,28,1,1,0,0.0,0.4623,0,0
2662,2014-04-16,17.74,224.29,4.0,1.0,-6.4,6,-28,1,1,0,-0.0,0.5377,1,0
2661,2014-04-16,67.91,197.4,1.0,2.0,-0.05,-8,175,1,1,0,-0.0,0.5563,0,0
2661,2014-04-16,-67.91,197.4,-1.0,-2.0,0.05,8,-175,1,1,0,0.0,0.4437,1,0
2660,2014-04-16,-35.69,211.86,-1.0,-2.0,-0.51,-17,-193,1,1,0,0.0,0.5001,1,1
2660,2014-04-16,35.69,211.86,1.0,2.0,0.51,17,193,1,1,0,-0.0,0.4999,0,1
2677,2014-04-19,155.03,252.1,2.0,-1.0,-1.32,-1,38,1,1,0,0.0,0.5434,1,1
2677,2014-04-19,-155.03,252.1,-2.0,1.0,1.32,1,-38,1,1,0,-0.0,0.4566,0,1
2676,2014-04-19,-32.04,184.58,5.0,6.0,1.94,-9,-614,1,1,0,0.0,0.5125,0,1
2676,2014-04-19,32.04,184.58,-5.0,-6.0,-1.94,9,614,1,1,0,-0.0,0.4875,1,1
2675,2014-04-19,36.19,203.08,-0.0,2.0,-3.9,-8,-24,1,1,0,-0.0,0.5003,1,0
2675,2014-04-19,-36.19,203.08,0.0,-2.0,3.9,8,24,1,1,0,0.0,0.4997,0,0
2674,2014-04-19,-10.45,226.99,-1.0,-1.0,10.64,-5,0,1,1,0,-0.0,0.4999,1,0
2671,2014-04-19,66.14,205.14,2.0,2.0,-4.96,2,-203,1,1,0,-0.0,0.4894,0,1
2673,2014-04-19,10.34,193.99,2.0,-2.0,-2.82,-4,42,1,1,0,-0.0,0.4663,0,1
2673,2014-04-19,-10.34,193.99,-2.0,2.0,2.82,4,-42,1,1,0,0.0,0.5337,1,1
2672,2014-04-19,49.81,257.68,1.0,-0.0,2.49,1,52,1,1,0,0.0,0.4095,0,1
2672,2014-04-19,-49.81,257.68,-1.0,0.0,-2.49,-1,-52,1,1,0,-0.0,0.5905,1,1
2671,2014-04-19,-66.14,205.14,-2.0,-2.0,4.96,-2,203,1,1,0,0.0,0.5106,1,1
2674,2014-04-19,10.45,226.99,1.0,1.0,-10.64,5,0,1,1,0,0.0,0.5001,0,0
2688,2014-04-26,0.39,246.35,-5.0,0.0,-1.44,6,-77,1,1,0,0.0,0.5388,1,1
2692,2014-04-26,108.99,197.17,1.0,-1.0,1.46,0,32,1,1,0,0.0,0.5003,1,1
2689,2014-04-26,-112.37,221.34,1.0,3.0,-2.4,-4,28,1,1,0,0.0,0.5016,0,1
2692,2014-04-26,-108.99,197.17,-1.0,1.0,-1.46,0,-32,1,1,0,-0.0,0.4997,0,1
2688,2014-04-26,-0.39,246.35,5.0,-0.0,1.44,-6,77,1,1,0,-0.0,0.4612,0,1
2687,2014-04-26,-223.0,226.25,4.0,2.0,-4.02,-14,52,1,1,0,-0.0,0.4909,0,0
2689,2014-04-26,112.37,221.34,-1.0,-3.0,2.4,4,-28,1,1,0,-0.0,0.4984,1,1
2686,2014-04-26,67.67,221.36,-3.0,-3.0,3.72,11,88,1,1,0,0.0,0.4149,0,0
2686,2014-04-26,-67.67,221.36,3.0,3.0,-3.72,-11,-88,1,1,0,-0.0,0.5851,1,0
2685,2014-04-26,-81.33,189.87,-1.0,-0.0,0.56,1,567,0,1,0,-0.0,0.4049,1,1
2685,2014-04-26,81.33,189.87,1.0,0.0,-0.56,-1,-567,1,0,0,0.0,0.5951,0,1
2684,2014-04-26,-106.36,199.21,-8.0,-2.0,7.72,-9,17,1,1,1,-0.0857,0.4765,0,1
2684,2014-04-26,106.36,199.21,8.0,2.0,-7.72,9,-17,1,1,1,0.0857,0.5235,1,1
2687,2014-04-26,223.0,226.25,-4.0,-2.0,4.02,14,-52,1,1,0,0.0,0.5091,1,0
2704,2014-05-10,148.98,190.33,1.0,3.0,-3.27,3,14,1,1,0,0.0,0.5003,1,1
2704,2014-05-10,-148.98,190.33,-1.0,-3.0,3.27,-3,-14,1,1,0,-0.0,0.4997,0,1
2703,2014-05-10,-45.96,242.15,2.0,-0.0,5.9,-4,620,1,1,0,0.0,0.5,1,1
2703,2014-05-10,45.96,242.15,-2.0,0.0,-5.9,4,-620,1,1,0,-0.0,0.5,0,1
2702,2014-05-10,6.45,279.2,2.0,1.0,-1.22,0,42,1,1,0,-0.0,0.4324,1,0
2702,2014-05-10,-6.45,279.2,-2.0,-1.0,1.22,0,-42,1,1,0,0.0,0.5676,0,0
2700,2014-05-10,28.92,187.7,-0.0,-1.0,-2.23,-6,10,1,1,0,0.0,0.5016,0,1
2700,2014-05-10,-28.92,187.7,0.0,1.0,2.23,6,-10,1,1,0,-0.0,0.4984,1,1
2699,2014-05-10,-8.1,240.18,4.0,6.0,-10.14,-8,17,1,1,0,0.0,0.5652,0,0
2694,2014-05-10,67.73,190.24,1.0,0.0,3.44,9,182,1,1,0,0.0,0.5481,1,1
2697,2014-05-10,9.17,238.03,-5.0,-1.0,3.45,0,189,0,1,0,-0.0,0.4793,0,1
2697,2014-05-10,-9.17,238.03,5.0,1.0,-3.45,0,-189,1,0,0,0.0,0.5207,1,1
2696,2014-05-10,19.59,222.59,1.0,-2.0,3.32,1,28,1,1,0,0.0,0.4519,1,0
2696,2014-05-10,-19.59,222.59,-1.0,2.0,-3.32,-1,-28,1,1,0,-0.0,0.5481,0,0
2695,2014-05-10,-83.86,227.46,-1.0,-0.0,-6.76,-5,0,1,1,0,0.0,0.5,0,1
2695,2014-05-10,83.86,227.46,1.0,0.0,6.76,5,0,1,1,0,-0.0,0.5,1,1
2694,2014-05-10,-67.73,190.24,-1.0,-0.0,-3.44,-9,-182,1,1,0,-0.0,0.4519,0,1
2699,2014-05-10,8.1,240.18,-4.0,-6.0,10.14,8,-17,1,1,0,-0.0,0.4348,1,0
2712,2014-05-24,-23.72,228.8,-5.0,-4.0,9.29,2,-101,1,1,0,0.0,0.5511,0,1
2713,2014-05-24,56.73,253.47,10.0,3.0,-2.28,4,77,1,1,0,-0.0,0.5133,1,1
2716,2014-05-24,-20.87,240.63,-3.0,-3.0,-2.73,-4,-270,1,1,0,-0.0,0.4999,1,1
2712,2014-05-24,23.72,228.8,5.0,4.0,-9.29,-2,101,1,1,0,-0.0,0.4489,1,1
2715,2014-05-24,-108.49,244.49,3.0,-0.0,1.43,-1,231,1,1,0,-0.0,0.5703,1,1
2716,2014-05-24,20.87,240.63,3.0,3.0,2.73,4,270,1,1,0,0.0,0.5001,0,1
2715,2014-05-24,108.49,244.49,-3.0,0.0,-1.43,1,-231,1,1,0,0.0,0.4297,0,1
2711,2014-05-24,5.05,235.3,2.0,6.0,-1.64,-5,87,1,1,0,-0.0,0.4801,1,1
2713,2014-05-24,-56.73,253.47,-10.0,-3.0,2.28,-4,-77,1,1,0,0.0,0.4867,0,1
2710,2014-05-24,-49.07,220.87,1.0,1.0,2.19,-3,30,1,1,0,-0.0,0.4998,0,1
2710,2014-05-24,49.07,220.87,-1.0,-1.0,-2.19,3,-30,1,1,0,0.0,0.5002,1,1
2709,2014-05-24,55.18,188.45,-3.0,-2.0,-3.02,0,231,1,1,0,0.0,0.4996,0,0
2709,2014-05-24,-55.18,188.45,3.0,2.0,3.02,0,-231,1,1,0,-0.0,0.5004,1,0
2708,2014-05-24,-59.09,216.05,2.0,-0.0,8.57,9,-29,1,1,0,-0.0,0.4047,0,1
2708,2014-05-24,59.09,216.05,-2.0,0.0,-8.57,-9,29,1,1,0,0.0,0.5953,1,1
2707,2014-05-24,-142.02,211.22,-3.0,-0.0,0.98,0,17,1,1,1,-0.0,0.4836,1,1
2707,2014-05-24,142.02,211.22,3.0,0.0,-0.98,0,-17,1,1,1,0.0,0.5164,0,1
2711,2014-05-24,-5.05,235.3,-2.0,-6.0,1.64,5,-87,1,1,0,0.0,0.5199,0,1
2727,2014-05-31,18.82,237.03,2.0,-0.0,5.34,0,0,1,1,0,-0.0,0.5003,1,1
2729,2014-05-31,-122.24,213.27,-5.0,-3.0,2.42,1,-57,0,1,0,0.0,0.5,0,1
2734,2014-05-31,-21.36,259.09,-1.0,2.0,-4.82,-3,14,1,1,0,0.0,0.4572,1,1
2733,2014-05-31,-55.42,232.91,-2.0,1.0,-1.98,0,85,1,1,0,0.0,0.4579,1,1
2734,2014-05-31,21.36,259.09,1.0,-2.0,4.82,3,-14,1,1,0,-0.0,0.5428,0,1
2727,2014-05-31,-18.82,237.03,-2.0,0.0,-5.34,0,0,1,1,0,0.0,0.4997,0,1
2733,2014-05-31,55.42,232.91,2.0,-1.0,1.98,0,-85,1,1,0,-0.0,0.5421,0,1
2725,2014-05-31,39.33,215.4,5.0,3.0,2.2,1,14,1,1,0,0.0,0.4843,1,0
2729,2014-05-31,122.24,213.27,5.0,3.0,-2.42,-1,57,1,0,0,-0.0,0.5,1,1
2724,2014-05-31,48.11,271.22,-2.0,-4.0,-7.36,-1,-97,1,1,0,0.0,0.5001,0,0
2724,2014-05-31,-48.11,271.22,2.0,4.0,7.36,1,97,1,1,0,-0.0,0.4999,1,0
2721,2014-05-31,-80.1,264.89,-1.0,-5.0,-2.87,-2,-7,1,1,0,-0.0,0.4934,1,1
2721,2014-05-31,80.1,264.89,1.0,5.0,2.87,2,7,1,1,0,0.0,0.5066,0,1
2720,2014-05-31,-104.55,195.97,-2.0,-1.0,-1.83,6,-36,1,1,0,-0.0,0.5014,1,1
2720,2014-05-31,104.55,195.97,2.0,1.0,1.83,-6,36,1,1,0,0.0,0.4986,0,1
2719,2014-05-31,-110.73,221.96,5.0,2.0,-7.47,-10,-112,1,1,0,0.0,0.5382,1,1
2719,2014-05-31,110.73,221.96,-5.0,-2.0,7.47,10,112,1,1,0,-0.0,0.4618,0,1
2725,2014-05-31,-39.33,215.4,-5.0,-3.0,-2.2,-1,-14,1,1,0,-0.0,0.5157,0,0
2747,2014-06-07,-7.6,262.28,-2.0,-3.0,-12.53,-1,0,1,1,0,0.0,0.4218,1,1
2747,2014-06-07,7.6,262.28,2.0,3.0,12.53,1,0,1,1,0,-0.0,0.5782,0,1
2746,2014-06-07,-18.04,233.09,-0.0,-0.0,5.29,-1,203,1,1,0,-0.0,0.5001,1,1
2746,2014-06-07,18.04,233.09,0.0,0.0,-5.29,1,-203,1,1,0,0.0,0.4999,0,1
2745,2014-06-07,-21.13,213.62,-2.0,-0.0,-10.9,-17,11,1,1,0,0.0,0.5225,1,0
2745,2014-06-07,21.13,213.62,2.0,0.0,10.9,17,-11,1,1,0,-0.0,0.4775,0,0
2744,2014-06-07,-114.51,206.05,3.0,-0.0,3.04,-10,154,0,1,0,-0.0,0.4324,0,1
2742,2014-06-07,-19.8,172.37,-3.0,-2.0,-2.74,-9,140,1,1,0,-0.0,0.5001,0,0
2743,2014-06-07,-7.63,232.81,-0.0,3.0,0.52,-1,-88,1,1,0,-0.0,0.5789,0,1
2743,2014-06-07,7.63,232.81,0.0,-3.0,-0.52,1,88,1,1,0,0.0,0.4211,1,1
2742,2014-06-07,19.8,172.37,3.0,2.0,2.74,9,-140,1,1,0,0.0,0.4999,1,0
2741,2014-06-07,-124.49,225.09,3.0,-1.0,-2.97,-6,80,1,1,0,-0.0,0.4069,0,0
2741,2014-06-07,124.49,225.09,-3.0,1.0,2.97,6,-80,1,1,0,0.0,0.5931,1,0
2744,2014-06-07,114.51,206.05,-3.0,0.0,-3.04,10,-154,1,0,0,0.0,0.5676,1,1
2756,2014-06-14,-71.83,238.18,-7.0,-2.0,1.36,2,-32,1,1,0,0.0,0.4504,0,0
2757,2014-06-14,-77.26,264.72,2.0,-1.0,-1.31,2,56,0,1,0,0.0,0.4795,0,1
2756,2014-06-14,71.83,238.18,7.0,2.0,-1.36,-2,32,1,1,0,-0.0,0.5496,1,0
2759,2014-06-14,-20.15,215.24,2.0,-1.0,-4.66,-1,10,1,1,0,0.0,0.5,0,0
2759,2014-06-14,20.15,215.24,-2.0,1.0,4.66,1,-10,1,1,0,-0.0,0.5,1,0
2755,2014-06-14,-44.41,185.91,1.0,1.0,-4.11,-5,-2030,1,1,0,0.0,0.4415,0,1
2757,2014-06-14,77.26,264.72,-2.0,1.0,1.31,-2,-56,1,0,0,-0.0,0.5205,1,1
2754,2014-06-14,-127.81,218.9,-0.0,-1.0,3.15,-11,27,1,1,0,-0.0,0.4085,0,1
2754,2014-06-14,127.81,218.9,0.0,1.0,-3.15,11,-27,1,1,0,0.0,0.5915,1,1
2753,2014-06-14,-74.54,216.34,-2.0,-3.0,7.29,-5,-21,1,1,0,-0.0,0.4772,0,1
2753,2014-06-14,74.54,216.34,2.0,3.0,-7.29,5,21,1,1,0,0.0,0.5228,1,1
2755,2014-06-14,44.41,185.91,-1.0,-1.0,4.11,5,2030,1,1,0,-0.0,0.5585,1,1
2752,2014-06-14,-42.01,223.04,-1.0,1.0,1.17,-6,-49,1,1,1,-0.1111,0.4045,0,1
2752,2014-06-14,42.01,223.04,1.0,-1.0,-1.17,6,49,1,1,1,0.1111,0.5955,1,1
2780,2014-06-28,-135.44,258.56,-0.0,-0.0,-4.68,-3,48,1,1,0,0.0,0.5952,1,1
2780,2014-06-28,135.44,258.56,0.0,0.0,4.68,3,-48,1,1,0,-0.0,0.4048,0,1
2776,2014-06-28,-98.08,245.13,-2.0,-0.0,-2.07,-3,259,1,1,0,0.0,0.408,0,1
2776,2014-06-28,98.08,245.13,2.0,0.0,2.07,3,-259,1,1,0,-0.0,0.592,1,1
2775,2014-06-28,-13.72,232.18,-2.0,-0.0,-0.91,1,148,1,1,0,0.0,0.414,0,0
2774,2014-06-28,-49.92,254.84,4.0,3.0,5.55,-1,28,1,1,0,-0.0,0.5103,0,0
2774,2014-06-28,49.92,254.84,-4.0,-3.0,-5.55,1,-28,1,1,0,0.0,0.4897,1,0
2773,2014-06-28,-97.7,189.45,1.0,1.0,-2.56,12,-203,1,1,0,0.0,0.5,0,1
2775,2014-06-28,13.72,232.18,2.0,0.0,0.91,-1,-148,1,1,0,-0.0,0.586,1,0
2772,2014-06-28,-7.85,263.73,-2.0,-2.0,1.96,-2,-24,1,1,0,-0.0,0.5,0,1
2772,2014-06-28,7.85,263.73,2.0,2.0,-1.96,2,24,1,1,0,0.0,0.5,1,1
2765,2014-06-28,29.52,206.95,1.0,-1.0,-6.25,4,14,1,1,0,-0.0,0.4983,1,1
2765,2014-06-28,-29.52,206.95,-1.0,1.0,6.25,-4,-14,1,1,0,0.0,0.5017,0,1
2764,2014-06-28,11.4,250.29,-6.0,-2.0,-9.06,-2,29,1,1,0,0.0,0.4896,1,1
2764,2014-06-28,-11.4,250.29,6.0,2.0,9.06,2,-29,1,1,0,-0.0,0.5104,0,1
2763,2014-06-28,25.97,185.36,-1.0,-2.0,2.44,8,48,1,0,0,0.0,0.5031,1,1
2763,2014-06-28,-25.97,185.36,1.0,2.0,-2.44,-8,-48,0,1,0,-0.0,0.4969,0,1
2773,2014-06-28,97.7,189.45,-1.0,-1.0,2.56,-12,203,1,1,0,-0.0,0.5,1,1
2789,2014-07-05,89.19,233.53,4.0,4.0,1.24,-1,36,1,1,0,0.0,0.4426,0,1
2789,2014-07-05,-89.19,233.53,-4.0,-4.0,-1.24,1,-36,1,1,0,-0.0,0.5574,1,1
2788,2014-07-05,-53.61,201.64,6.0,4.0,-9.1,0,7,1,1,0,-0.0,0.4848,0,0
2788,2014-07-05,53.61,201.64,-6.0,-4.0,9.1,0,-7,1,1,0,0.0,0.5152,1,0
2787,2014-07-05,-27.05,259.85,-1.0,3.0,-1.35,-3,-273,1,0,0,-0.0,0.5908,1,0
2787,2014-07-05,27.05,259.85,1.0,-3.0,1.35,3,273,0,1,0,0.0,0.4092,0,0
2785,2014-07-05,25.71,250.85,-2.0,1.0,-2.33,0,0,1,1,1,-1.0,0.4758,1,1
2786,2014-07-05,-53.11,256.98,3.0,-2.0,-0.56,1,85,1,1,0,0.0,0.5,1,1
2785,2014-07-05,-25.71,250.85,2.0,-1.0,2.33,0,0,1,1,1,1.0,0.5242,0,1
2784,2014-07-05,-77.95,187.26,-4.0,-1.0,6.05,10,-49,1,1,1,0.2437,0.484,0,0
2784,2014-07-05,77.95,187.26,4.0,1.0,-6.05,-10,49,1,1,1,-0.2437,0.516,1,0
2786,2014-07-05,53.11,256.98,-3.0,2.0,0.56,-1,-85,1,1,0,-0.0,0.5,0,1
2799,2014-07-06,46.47,271.33,7.0,-1.0,-6.7,-1,14,1,1,0,-0.0,0.596,1,0
2799,2014-07-06,-46.47,271.33,-7.0,1.0,6.7,1,-14,1,1,0,0.0,0.404,0,0
2798,2014-07-06,-37.77,257.49,-1.0,-2.0,3.35,1,-35,1,1,0,0.0,0.4997,1,0
2798,2014-07-06,37.77,257.49,1.0,2.0,-3.35,-1,35,1,1,0,-0.0,0.5003,0,0
2794,2014-07-06,-41.89,161.09,2.0,3.0,2.84,7,210,0,1,0,-0.0,0.4784,0,1
2794,2014-07-06,41.89,161.09,-2.0,-3.0,-2.84,-7,-210,1,0,0,0.0,0.5216,1,1
2813,2014-07-16,-22.12,259.09,4.0,1.0,-6.84,-3,-28,1,1,0,0.0,0.5961,1,1
2813,2014-07-16,22.12,259.09,-4.0,-1.0,6.84,3,28,1,1,0,-0.0,0.4039,0,1
2811,2014-07-16,-197.95,199.33,1.0,2.0,0.22,-16,-112,1,1,0,-0.0,0.4047,0,0
2811,2014-07-16,197.95,199.33,-1.0,-2.0,-0.22,16,112,1,1,0,0.0,0.5953,1,0
2810,2014-07-16,-6.05,265.12,-1.0,-0.0,0.05,-2,-227,1,0,0,-0.0,0.4676,0,1
2810,2014-07-16,6.05,265.12,1.0,0.0,-0.05,2,227,0,1,0,0.0,0.5324,1,1
2808,2014-07-16,-6.08,237.59,-2.0,-2.0,3.41,2,-84,1,1,0,-0.0,0.4649,0,0
2806,2014-07-16,-68.25,189.51,-5.0,-1.0,4.09,3,154,1,1,0,0.0,0.5948,0,0
2806,2014-07-16,68.25,189.51,5.0,1.0,-4.09,-3,-154,1,1,0,-0.0,0.4052,1,0
2805,2014-07-16,3.68,174.13,-2.0,-5.0,-0.42,4,-7,1,1,0,0.0,0.5094,0,0
2805,2014-07-16,-3.68,174.13,2.0,5.0,0.42,-4,7,1,1,0,-0.0,0.4906,1,0
2808,2014-07-16,6.08,237.59,2.0,2.0,-3.41,-2,84,1,1,0,0.0,0.5351,1,0
2819,2014-07-19,207.7,256.65,4.0,3.0,-5.04,1,-2388,1,1,0,0.0,0.4999,1,1
2821,2014-07-19,15.0,263.83,1.0,-0.0,-4.01,3,0,1,1,0,-0.0,0.4445,0,1
2821,2014-07-19,-15.0,263.83,-1.0,0.0,4.01,-3,0,1,1,0,0.0,0.5555,1,1
2819,2014-07-19,-207.7,256.65,-4.0,-3.0,5.04,-1,2388,1,1,0,-0.0,0.5001,0,1
2818,2014-07-19,-43.76,224.17,-4.0,-1.0,-5.62,-3,217,1,1,0,0.0,0.4321,1,1
2817,2014-07-19,-22.85,255.82,3.0,1.0,3.99,-1,-63,1,1,0,0.0,0.5275,0,0
2817,2014-07-19,22.85,255.82,-3.0,-1.0,-3.99,1,63,1,1,0,-0.0,0.4725,1,0
2816,2014-07-19,-31.1,240.41,-10.0,-2.0,1.13,4,-133,1,1,0,-0.0,0.5017,0,0
2816,2014-07-19,31.1,240.41,10.0,2.0,-1.13,-4,133,1,1,0,0.0,0.4983,1,0
2818,2014-07-19,43.76,224.17,4.0,1.0,5.62,3,-217,1,1,0,-0.0,0.5679,0,1
2831,2014-07-26,17.24,234.67,-3.0,-2.0,1.34,-6,-616,1,1,0,-0.0,0.4998,1,1
2831,2014-07-26,-17.24,234.67,3.0,2.0,-1.34,6,616,1,1,0,0.0,0.5002,0,1
2830,2014-07-26,1.36,224.84,2.0,3.0,0.58,-3,21,1,1,0,0.0,0.5436,1,0
2830,2014-07-26,-1.36,224.84,-2.0,-3.0,-0.58,3,-21,1,1,0,-0.0,0.4564,0,0
2829,2014-07-26,62.32,239.13,-0.0,-0.0,-7.97,-2,42,1,1,0,-0.0,0.5394,1,1
2829,2014-07-26,-62.32,239.13,0.0,0.0,7.97,2,-42,1,1,0,0.0,0.4606,0,1
2828,2014-07-26,-72.65,185.74,4.0,1.0,5.01,12,-27,1,1,0,0.0,0.4996,0,1
2827,2014-07-26,12.57,199.53,-3.0,-0.0,7.76,-6,448,1,1,0,0.0,0.5,0,0
2827,2014-07-26,-12.57,199.53,3.0,0.0,-7.76,6,-448,1,1,0,-0.0,0.5,1,0
2826,2014-07-26,24.32,174.8,1.0,1.0,1.19,5,14,1,1,0,-0.0,0.5376,0,0
2826,2014-07-26,-24.32,174.8,-1.0,-1.0,-1.19,-5,-14,1,1,0,0.0,0.4624,1,0
2828,2014-07-26,72.65,185.74,-4.0,-1.0,-5.01,-12,27,1,1,0,-0.0,0.5004,1,1
2843,2014-08-16,48.41,201.42,1.0,1.0,-1.34,-8,-203,1,0,0,-0.0,0.405,0,1
2843,2014-08-16,-48.41,201.42,-1.0,-1.0,1.34,8,203,0,1,0,0.0,0.595,1,1
